id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
49962214,South Lawndale,41.84895,-87.70063,Entire home/apt,2,1 bath,1,1,$65.00 ,2,1125,3,3,1125,1125,3,1125
49962938,Uptown,41.97467,-87.65369,Entire home/apt,2,1 bath,1,1,$229.00 ,2,10,2,2,1125,1125,2,1125
49966832,Near West Side,41.88049,-87.68173,Private room,1,1 shared bath,1,1,$45.00 ,7,1125,7,7,1125,1125,7,1125
49967604,Edgewater,41.97762,-87.66548,Entire home/apt,2,1 bath,1,1,$63.00 ,1,28,2,2,1125,1125,2,1125
49967839,Bridgeport,41.83986,-87.64156,Private room,2,2 shared baths,1,1,$41.00 ,2,1125,2,2,1125,1125,2,1125
49968825,Bridgeport,41.84015,-87.64205,Private room,2,2 shared baths,1,1,$45.00 ,2,1125,2,2,1125,1125,2,1125
49969676,Loop,41.88397,-87.62626,Entire home/apt,3,1 bath,1,1,$580.00 ,2,1125,2,3,1125,1125,2.9,1125
49971333,Loop,41.88494,-87.62695,Entire home/apt,4,2 baths,2,2,$730.00 ,3,1125,3,3,3,1125,3,1107.3
49971872,Loop,41.88704,-87.62664,Entire home/apt,4,2 baths,2,2,$740.00 ,3,1125,3,3,3,1125,3,845.9
49976482,West Town,41.89624,-87.70011,Entire home/apt,4,1 bath,2,2,$114.00 ,1,1125,2,2,1125,1125,2,1125
49979135,Near South Side,41.85567,-87.6239,Entire home/apt,6,2 baths,2,3,$150.00 ,2,365,2,2,1125,1125,2,1125
49986000,Near North Side,41.89073,-87.62505,Entire home/apt,3,1 bath,1,1,$185.00 ,1,365,2,2,365,365,2,365
49987984,Lake View,41.95951,-87.67122,Entire home/apt,2,1 bath,1,1,$77.00 ,2,25,2,3,1125,1125,2.9,1125
49988122,Lincoln Square,41.96423,-87.69226,Entire home/apt,2,1 bath,1,1,$78.00 ,2,25,2,3,1125,1125,2.9,1125
49988181,Lincoln Square,41.96648,-87.68212,Entire home/apt,4,1 bath,1,1,$72.00 ,2,25,2,3,1125,1125,2.9,1125
49988341,South Lawndale,41.85053,-87.69897,Entire home/apt,4,1 bath,2,2,$85.00 ,25,365,25,25,1125,1125,25,1125
49994878,Near North Side,41.89975,-87.62188,Entire home/apt,4,1 bath,2,2,$126.00 ,30,1125,32,730,1125,1125,708.7,1125
50006147,Loop,41.88646,-87.62462,Entire home/apt,6,2 baths,2,3,$264.00 ,2,1125,2,2,1125,1125,2,1125
50006562,West Pullman,41.65938,-87.64112,Private room,2,1.5 shared baths,1,1,$35.00 ,15,1125,15,15,1125,1125,15,1125
50011418,Grand Boulevard,41.81885,-87.61365,Entire home/apt,2,1 bath,1,2,$85.00 ,4,1125,4,4,1125,1125,4,1125
50011640,Lower West Side,41.85617,-87.68541,Private room,1,1 shared bath,1,1,$36.00 ,28,365,28,28,1125,1125,28,1125
50013067,Lower West Side,41.85697,-87.68348,Private room,1,1 shared bath,1,1,$38.00 ,28,365,28,28,1125,1125,28,1125
50015726,Lincoln Square,41.97633,-87.67907,Entire home/apt,3,1 bath,1,1,$100.00 ,1,365,2,2,1125,1125,2,1125
50020159,Dunning,41.95096,-87.83456,Entire home/apt,2,1 bath,1,1,$72.00 ,3,120,3,4,1125,1125,3.4,1125
50026388,Lincoln Park,41.93137,-87.66485,Entire home/apt,2,1 bath,1,1,$120.00 ,1,365,2,2,365,365,2,365
50026430,Lincoln Square,41.97802,-87.67892,Entire home/apt,3,1 bath,1,1,$100.00 ,1,365,2,2,1125,1125,2,1125
50031902,West Town,41.90404,-87.6638,Entire home/apt,6,1 bath,2,4,$55.00 ,1,365,2,4,3,1125,3,966.1
50035756,Uptown,41.96495,-87.65322,Entire home/apt,4,1 bath,1,2,$135.00 ,2,1125,2,2,1125,1125,2,1125
50036170,Bridgeport,41.83979,-87.64169,Private room,2,2 shared baths,1,1,$39.00 ,2,1125,2,2,1125,1125,2,1125
50041543,Near North Side,41.89946,-87.62021,Entire home/apt,6,2 baths,3,3,$134.00 ,30,1125,32,730,1125,1125,708.3,1125
50046161,Grand Boulevard,41.82336,-87.61657,Entire home/apt,6,1.5 baths,3,5,$250.00 ,2,1125,2,2,1125,1125,2,1125
50051128,Near North Side,41.89836,-87.62963,Entire home/apt,4,1 bath,2,2,$145.00 ,3,28,3,3,28,28,3,28
50052844,Lake View,41.93962,-87.64104,Entire home/apt,2,1 bath,,1,$90.00 ,2,1125,2,2,1125,1125,2,1125
50053124,North Center,41.94701,-87.67563,Entire home/apt,4,1 bath,2,2,$99.00 ,2,1125,2,2,1125,1125,2,1125
50053322,Lower West Side,41.85225,-87.67791,Entire home/apt,2,1 bath,,1,$49.00 ,2,1125,2,2,1125,1125,2,1125
50063560,West Ridge,41.99321,-87.70267,Entire home/apt,4,1 bath,1,2,$56.00 ,3,28,3,3,1125,1125,3,1125
50069362,Hyde Park,41.79529,-87.59364,Private room,1,2 shared baths,1,1,$45.00 ,1,60,2,2,1125,1125,2,1125
50070245,Avondale,41.93737,-87.72592,Entire home/apt,2,1 bath,1,1,$102.00 ,2,1125,2,2,1125,1125,2,1125
50074008,Logan Square,41.91691,-87.69657,Private room,4,1 shared bath,1,1,$38.00 ,2,30,2,2,1125,1125,2,1125
50074097,Logan Square,41.9189,-87.6964,Private room,3,1 shared bath,1,1,$38.00 ,2,30,2,2,30,30,2,30
50074216,Logan Square,41.9172,-87.69429,Private room,2,1 shared bath,1,1,$38.00 ,2,30,2,2,30,30,2,30
50074274,Logan Square,41.91883,-87.69642,Private room,1,1 shared bath,1,1,$34.00 ,2,30,2,2,1125,1125,2,1125
50074348,Logan Square,41.91683,-87.69444,Private room,3,1 shared bath,1,1,$38.00 ,2,30,2,2,30,30,2,30
50074600,Near North Side,41.89805,-87.63183,Entire home/apt,2,1 bath,,1,$135.00 ,32,1125,32,32,1125,1125,32,1125
50074763,Near South Side,41.85345,-87.62492,Entire home/apt,8,2 baths,3,3,$195.00 ,2,1125,2,2,1125,1125,2,1125
50074787,Loop,41.8878,-87.61597,Entire home/apt,2,1 bath,1,1,$140.00 ,30,1125,30,30,1125,1125,30,1125
50074874,Near South Side,41.85493,-87.62293,Entire home/apt,6,2 baths,2,3,$145.00 ,2,1125,2,2,1125,1125,2,1125
50075126,Albany Park,41.96126,-87.71398,Entire home/apt,6,1 bath,3,3,$177.00 ,2,30,2,2,30,30,2,30
50082351,Edgewater,41.98517,-87.66657,Entire home/apt,4,1 bath,2,2,$120.00 ,3,14,3,3,1125,1125,3,1125
50086702,Near West Side,41.87962,-87.64675,Entire home/apt,5,2 baths,2,4,$375.00 ,3,30,3,3,30,30,3,30
50089804,Woodlawn,41.7788,-87.59983,Entire home/apt,4,1.5 baths,2,2,$79.00 ,3,45,3,3,1125,1125,3,1125
50099158,Kenwood,41.81158,-87.59349,Entire home/apt,4,2 baths,2,2,$121.00 ,3,1125,3,7,30,1125,6.8,77.1
50103759,Lincoln Square,41.96689,-87.68666,Entire home/apt,4,1 bath,2,2,$86.00 ,2,25,2,3,1125,1125,2.8,1125
50104464,Lincoln Park,41.91966,-87.6522,Entire home/apt,6,1 bath,3,3,$259.00 ,3,90,3,3,90,90,3,90
50106667,Lincoln Square,41.97643,-87.67919,Entire home/apt,3,1 bath,1,1,$256.00 ,1,1125,2,2,1125,1125,2,1125
50112018,Logan Square,41.923595,-87.686058,Entire home/apt,4,1 bath,2,2,$126.00 ,2,1125,2,2,1125,1125,2,1125
50112403,West Town,41.89408,-87.66861,Entire home/apt,10,4 baths,5,5,"$1,254.00 ",2,7,2,2,1125,1125,2,1125
50114152,Uptown,41.95836,-87.64867,Private room,2,1 private bath,1,1,$51.00 ,2,5,2,2,1125,1125,2,1125
50114196,Near South Side,41.85404,-87.62778,Entire home/apt,6,2 baths,3,3,$159.00 ,2,365,2,2,1125,1125,2,1125
50115227,North Center,41.93865,-87.67745,Entire home/apt,4,1 bath,2,4,$307.00 ,14,365,14,14,365,365,14,365
50116061,Woodlawn,41.77688,-87.60113,Entire home/apt,5,2 baths,2,2,$175.00 ,1,1125,2,2,1125,1125,2,1125
50116714,Lake View,41.94465,-87.64486,Entire home/apt,4,1 bath,2,2,$231.00 ,2,1125,2,4,2,1125,3.6,1122.5
50117501,Lake View,41.94652,-87.64636,Entire home/apt,6,1 bath,3,3,$190.00 ,1,1125,2,4,1,1125,3.6,1081.8
50118733,Washington Park,41.79685,-87.6201,Entire home/apt,4,2 baths,2,2,$145.00 ,2,1125,2,2,1125,1125,2,1125
50118866,Logan Square,41.9201,-87.68736,Entire home/apt,4,1 bath,1,,$127.00 ,1,7,2,2,1125,1125,2,1125
50118941,Lower West Side,41.84921,-87.67999,Entire home/apt,9,2 baths,3,3,$211.00 ,2,180,2,2,180,180,2,180
50119671,Lake View,41.93845,-87.66596,Entire home/apt,10,3 baths,4,5,$290.00 ,2,1125,2,4,1125,1125,2.5,1125
50120339,Albany Park,41.96485,-87.70754,Entire home/apt,6,1 bath,2,2,$100.00 ,1,365,2,2,365,365,2,365
50121209,Lincoln Park,41.92717,-87.6401,Entire home/apt,4,1 bath,2,2,$126.00 ,2,28,2,3,1125,1125,2,1125
50127381,Logan Square,41.91644,-87.68374,Entire home/apt,4,2 baths,2,2,$105.00 ,2,1125,2,2,1125,1125,2,1125
50128514,Albany Park,41.97044,-87.74564,Entire home/apt,4,1 bath,2,2,$76.00 ,2,28,2,2,1125,1125,2,1125
50129545,Lake View,41.94571,-87.66073,Entire home/apt,4,1 bath,1,2,$314.00 ,2,30,2,2,30,30,2,30
50129627,West Town,41.9033,-87.69185,Entire home/apt,12,3.5 baths,5,5,$252.00 ,3,365,3,3,365,365,3,365
50131562,Austin,41.89047672,-87.76446102,Entire home/apt,5,2 baths,3,3,$185.00 ,5,365,5,5,1125,1125,5,1125
50131859,West Town,41.90317,-87.66816,Entire home/apt,3,1 bath,1,1,$500.00 ,3,365,3,3,1125,1125,3,1125
50136486,Near North Side,41.9077,-87.63858,Entire home/apt,10,2 baths,3,5,$191.00 ,2,1125,2,2,1125,1125,2,1125
50137055,Mckinley Park,41.82673,-87.6669,Private room,1,2 shared baths,1,1,$35.00 ,2,1125,2,2,1125,1125,2,1125
50137427,Near North Side,41.90773,-87.63826,Entire home/apt,10,2 baths,3,,$250.00 ,2,1125,2,2,1125,1125,2,1125
50137844,Mckinley Park,41.82742,-87.66921,Private room,2,2 shared baths,1,,$42.00 ,2,1125,2,2,1125,1125,2,1125
50138074,Mckinley Park,41.82827,-87.669,Private room,2,2 shared baths,1,1,$39.00 ,2,1125,2,2,1125,1125,2,1125
50138899,Mckinley Park,41.82658,-87.66733,Private room,1,2 shared baths,1,1,$32.00 ,2,1125,2,2,1125,1125,2,1125
50139761,Lake View,41.93256,-87.66251,Entire home/apt,2,1 bath,1,1,$108.00 ,1,1125,2,2,1125,1125,2,1125
50140405,Near South Side,41.85538,-87.62337,Entire home/apt,4,1 bath,,1,$128.00 ,2,365,2,2,1125,1125,2,1125
50145512,West Town,41.90543,-87.69147,Entire home/apt,6,2 baths,3,2,$300.00 ,2,365,2,2,365,365,2,365
50146852,West Englewood,41.793022,-87.673134,Shared room,16,1 shared bath,1,12,$25.00 ,2,365,2,2,365,365,2,365
50148175,Irving Park,41.95776,-87.70617,Private room,2,1 shared bath,1,,$43.00 ,1,1125,2,2,1125,1125,2,1125
50151903,West Town,41.9003,-87.65656,Entire home/apt,9,1 bath,2,4,$162.00 ,2,1125,2,3,1125,1125,2.8,1125
50165618,Uptown,41.96591,-87.66278,Entire home/apt,2,1 bath,1,,$58.00 ,1,365,2,2,1125,1125,2,1125
50169946,Near South Side,41.86274,-87.62528,Entire home/apt,2,1.5 baths,1,1,$128.00 ,32,1125,32,32,1125,1125,32,1125
50171085,Loop,41.88614,-87.61909,Entire home/apt,6,2 baths,2,3,$215.00 ,32,1125,32,32,1125,1125,32,1125
50176976,Irving Park,41.96018,-87.69965,Private room,1,1 shared bath,1,1,$55.00 ,1,7,2,2,1125,1125,2,1125
50177249,West Town,41.89656,-87.65527,Entire home/apt,3,1 bath,,2,$73.00 ,1,1125,2,4,3,1125,3,946.8
50177336,West Town,41.89624,-87.6568,Entire home/apt,1,1 bath,,1,$65.00 ,1,1125,1,5,3,1125,3,937.1
50177417,West Town,41.89631,-87.65649,Entire home/apt,1,1 bath,,1,$65.00 ,1,1125,2,4,3,1125,3,925.2
50177472,West Town,41.89469,-87.65475,Entire home/apt,2,1 bath,,1,$79.00 ,1,1125,2,4,3,1125,3,944.4
50177503,West Town,41.89662,-87.65474,Entire home/apt,2,1 bath,,1,$73.00 ,1,1125,2,4,3,1125,3,946.8
50179046,Bridgeport,41.84023,-87.64351,Private room,2,1 shared bath,1,,$40.00 ,2,1125,2,2,1125,1125,2,1125
50189354,Uptown,41.95478,-87.65147,Entire home/apt,2,1 bath,1,1,$84.00 ,1,30,2,2,30,30,2,30
50192262,Near North Side,41.89238,-87.63733,Entire home/apt,4,2 baths,2,2,$180.00 ,32,365,32,32,1125,1125,32,1125
50194260,Lincoln Park,41.91693,-87.63469,Entire home/apt,3,1 bath,1,2,$98.00 ,1,60,2,4,3,60,3,55.4
50196900,Near West Side,41.86049,-87.66344,Private room,2,1 shared bath,1,1,$32.00 ,32,1125,32,32,1125,1125,32,1125
50197206,Near West Side,41.86039,-87.66299,Private room,2,1 shared bath,1,1,$32.00 ,32,1125,32,32,1125,1125,32,1125
50199831,Loop,41.87395,-87.62844,Private room,2,1 private bath,1,1,$165.00 ,2,1125,2,2,1125,1125,2,1125
50207386,Edgewater,41.97731,-87.65424,Entire home/apt,2,1 bath,1,1,$180.00 ,1,365,2,2,365,365,2,365
50210047,Loop,41.88525,-87.63229,Entire home/apt,6,1 bath,2,2,$271.00 ,1,1125,2,4,1,1125,3.8,935.7
50212730,Hyde Park,41.79955,-87.60431,Private room,2,2 baths,1,,$101.00 ,2,1125,2,2,1125,1125,2,1125
50216087,Logan Square,41.91365,-87.71749,Entire home/apt,3,1 bath,2,4,$95.00 ,2,1125,2,2,1125,1125,2,1125
50217476,Bridgeport,41.83701,-87.63783,Entire home/apt,8,1 bath,3,3,$249.00 ,2,1125,2,2,1125,1125,2,1125
50226109,Irving Park,41.94252,-87.73168,Private room,2,1 private bath,1,1,$47.00 ,2,1125,2,2,1125,1125,2,1125
50226646,East Garfield Park,41.87903,-87.70417,Private room,4,2 shared baths,2,2,$80.00 ,32,1125,32,32,1125,1125,32,1125
50228194,East Garfield Park,41.879,-87.70291,Private room,4,2 shared baths,1,,$31.00 ,32,1125,32,32,1125,1125,32,1125
50232368,West Town,41.90019,-87.66292,Entire home/apt,6,2 baths,2,3,$135.00 ,32,1125,32,32,1125,1125,32,1125
50239215,West Town,41.90587,-87.6692,Entire home/apt,12,2 baths,3,5,$315.00 ,2,1125,2,2,1125,1125,2,1125
50239618,Edgewater,41.97652,-87.65547,Entire home/apt,4,1 bath,1,2,$101.00 ,1,14,2,2,1125,1125,2,1125
50240027,Near West Side,41.88131,-87.68311,Private room,2,1 shared bath,1,1,$47.00 ,1,1125,2,2,1125,1125,2,1125
50244020,Logan Square,41.92515,-87.70231,Entire home/apt,2,2 baths,1,1,$155.00 ,2,4,2,2,1125,1125,2,1125
50253008,Near North Side,41.89084,-87.61396,Entire home/apt,2,1 bath,1,1,$164.00 ,30,1125,32,730,1125,1125,711.8,1125
50253086,Loop,41.89047,-87.61358,Entire home/apt,2,1 bath,,1,$117.00 ,30,1125,32,730,1125,1125,703.2,1125
50255542,Loop,41.8905,-87.61443,Entire home/apt,2,1 bath,,1,$145.00 ,30,1125,32,730,1125,1125,711.8,1125
50258317,Loop,41.86961,-87.62611,Entire home/apt,4,2 baths,2,2,$500.00 ,32,33,32,32,1125,1125,32,1125
50260267,Near North Side,41.89766,-87.62017,Entire home/apt,4,1 bath,2,2,$205.00 ,30,1125,32,730,1125,1125,708.5,1125
50260293,Near West Side,41.87569,-87.65292,Entire home/apt,2,1 bath,,1,$126.00 ,30,1125,32,730,1125,1125,710.1,1125
50260351,Near West Side,41.87712,-87.65304,Entire home/apt,2,1 bath,,1,$123.00 ,30,1125,32,730,1125,1125,699.3,1125
50264427,Armour Square,41.84795,-87.63089,Entire home/apt,6,1 bath,3,4,$229.00 ,1,1125,2,2,1125,1125,2,1125
50264446,Near West Side,41.88041,-87.64636,Entire home/apt,3,1 bath,1,1,$140.00 ,32,1125,32,32,1125,1125,32,1125
50266751,South Shore,41.76306,-87.58181,Entire home/apt,4,2 baths,2,2,$282.00 ,1,365,2,2,1125,1125,2,1125
50268537,Near West Side,41.86732,-87.68534,Entire home/apt,4,1.5 baths,1,1,$84.00 ,1,1125,2,2,1125,1125,2,1125
50269122,Uptown,41.96915,-87.65819,Entire home/apt,16,2.5 baths,4,8,$778.00 ,1,6,2,2,1125,1125,2,1125
50269785,Douglas,41.83275,-87.62007,Entire home/apt,5,1 bath,2,2,$115.00 ,3,1125,3,3,1125,1125,3,1125
50273638,Humboldt Park,41.90698,-87.72257,Private room,2,1 shared bath,1,1,$78.00 ,1,1125,2,2,1125,1125,2,1125
50277419,Near North Side,41.89976,-87.62179,Entire home/apt,6,2 baths,3,3,$265.00 ,30,1125,32,730,1125,1125,711.8,1125
50277502,Near North Side,41.8934,-87.63242,Entire home/apt,2,1 bath,1,1,$160.00 ,30,1125,32,730,1125,1125,705.6,1125
50279167,Albany Park,41.96549,-87.72175,Entire home/apt,4,2 baths,2,2,$101.00 ,1,365,2,2,1125,1125,2,1125
50281025,Jefferson Park,41.97378,-87.75566,Entire home/apt,5,1 bath,2,2,$82.00 ,30,50,30,30,1125,1125,30,1125
50282484,Uptown,41.95457,-87.6572,Entire home/apt,6,2 baths,2,3,$320.00 ,3,180,3,30,150,1125,11.1,831.6
50288668,West Town,41.9039,-87.69532,Entire home/apt,8,2 baths,4,5,$84.00 ,1,1125,2,4,3,1125,3,961.3
50291798,West Town,41.89092,-87.65753,Entire home/apt,4,1 bath,1,2,$143.00 ,2,1125,2,2,1125,1125,2,1125
50292435,Logan Square,41.92223,-87.700958,Entire home/apt,6,1 bath,2,2,$145.00 ,30,365,30,30,1125,1125,30,1125
50299400,Lincoln Park,41.93047,-87.65221,Entire home/apt,12,3 baths,4,8,$293.00 ,3,365,2,14,365,365,5.5,365
50303061,Mckinley Park,41.82608,-87.66769,Private room,2,2 shared baths,1,1,$36.00 ,2,1125,2,2,1125,1125,2,1125
50304485,Greater Grand Crossing,41.76049,-87.59995,Entire home/apt,3,1 bath,1,1,$55.00 ,7,1125,7,7,1125,1125,7,1125
50305589,Greater Grand Crossing,41.7663,-87.62065,Entire home/apt,4,1 bath,1,2,$70.00 ,5,365,5,5,1125,1125,5,1125
50308546,Loop,41.88583,-87.63251,Entire home/apt,2,1 bath,,,$100.00 ,32,1125,32,32,1125,1125,32,1125
50310536,West Town,41.90774,-87.66981,Entire home/apt,12,2.5 baths,3,5,$301.00 ,2,1125,2,2,1125,1125,2,1125
50311187,West Town,41.90652,-87.66741,Entire home/apt,12,2 baths,3,5,$344.00 ,2,1125,2,2,1125,1125,2,1125
50311566,West Town,41.9062,-87.66771,Entire home/apt,12,2.5 baths,3,5,$301.00 ,2,1125,2,2,1125,1125,2,1125
50313504,East Garfield Park,41.87276,-87.69588,Entire home/apt,6,2 baths,3,3,$190.00 ,1,1125,2,2,1125,1125,2,1125
50325173,West Town,41.90096,-87.68882,Private room,2,1.5 baths,1,1,$110.00 ,1,1125,2,2,1125,1125,2,1125
50327685,Lake View,41.94434,-87.64423,Entire home/apt,6,1 bath,3,3,$211.00 ,1,1125,2,4,1,1125,3.6,1099.6
50328576,Lake View,41.94638,-87.64433,Entire home/apt,4,1 bath,2,2,$214.00 ,1,1125,2,4,1,1125,3.6,1102.2
50330511,West Ridge,42.01249,-87.68453,Entire home/apt,6,2.5 baths,3,3,$177.00 ,1,27,2,5,27,27,3.1,27
50331852,Brighton Park,41.82995,-87.69149,Entire home/apt,4,1 bath,2,2,$85.00 ,2,90,2,2,1125,1125,2,1125
50334589,Irving Park,41.96349,-87.73425,Entire home/apt,4,1 bath,1,1,$85.00 ,3,90,3,3,1125,1125,3,1125
50338974,Near North Side,41.90641,-87.63019,Private room,2,1 private bath,1,1,$169.00 ,1,28,1,1,1,28,1,25.4
50343582,Loop,41.87837,-87.62983,Entire home/apt,6,1 bath,2,2,$191.00 ,1,1125,2,4,1,1125,3.8,899.7
50345370,Lake View,41.93918,-87.67119,Entire home/apt,2,1 bath,,1,$80.00 ,1,100,2,2,100,100,2,100
50345830,Lincoln Park,41.92473,-87.66717,Entire home/apt,8,3.5 baths,4,4,$320.00 ,5,27,5,5,27,27,5,27
50347450,Uptown,41.96847,-87.67144,Entire home/apt,4,1.5 baths,1,3,$77.00 ,1,1125,2,7,1125,1125,2.2,1125
50349935,West Town,41.90031,-87.6804,Entire home/apt,4,1 bath,2,2,$73.00 ,2,27,2,2,27,27,2,27
50352626,West Town,41.901833,-87.690605,Private room,2,1 private bath,1,1,$100.00 ,4,1125,4,4,1125,1125,4,1125
50361702,East Garfield Park,41.87046,-87.69518,Private room,1,1 private bath,1,1,$57.00 ,32,180,32,32,180,180,32,180
50362813,Near West Side,41.86978,-87.68267,Private room,4,2 shared baths,2,3,$200.00 ,2,1125,2,2,1125,1125,2,1125
50363524,Brighton Park,41.82179,-87.69522,Private room,2,0 shared baths,1,1,$38.00 ,2,1125,2,2,1125,1125,2,1125
50363989,Lincoln Park,41.93086,-87.64266,Entire home/apt,6,2 baths,3,3,$189.00 ,2,365,2,5,365,365,4.7,365
50363992,Lincoln Park,41.93051,-87.64477,Entire home/apt,6,2 baths,2,3,$114.00 ,3,365,2,5,365,365,4.7,365
50364005,Lincoln Park,41.929,-87.64298,Entire home/apt,5,2 baths,2,2,$176.00 ,3,365,2,5,365,365,4.7,365
50366935,Near South Side,41.855,-87.6233,Entire home/apt,8,2 baths,3,4,$192.00 ,2,365,2,2,1125,1125,2,1125
50390576,North Center,41.96137,-87.67441,Entire home/apt,2,1 bath,1,1,$123.00 ,30,1125,32,730,1125,1125,703.7,1125
50390584,Lincoln Square,41.96196,-87.67646,Entire home/apt,4,2 baths,2,2,$154.00 ,30,1125,32,730,1125,1125,711.8,1125
50391008,Lincoln Square,41.96203,-87.67623,Entire home/apt,2,1 bath,1,1,$119.00 ,30,1125,32,730,1125,1125,705.6,1125
50391061,Montclare,41.92823,-87.79741,Private room,2,1 private bath,1,1,$59.00 ,1,1125,1,1,1125,1125,1,1125
50391101,West Town,41.89973,-87.6785,Entire home/apt,4,1.5 baths,2,2,$138.00 ,2,365,2,2,365,365,2,365
50393005,Lower West Side,41.8579126,-87.64368004,Private room,2,1 shared bath,1,1,$79.00 ,3,14,3,3,14,14,3,14
50396276,Loop,41.88542,-87.63232,Entire home/apt,2,1 bath,,1,$188.00 ,32,1125,32,32,1125,1125,32,1125
50398747,Washington Park,41.79118,-87.62548,Entire home/apt,8,1 bath,3,3,$119.00 ,1,1125,2,2,1125,1125,2,1125
50402581,Lake View,41.95083,-87.64863,Entire home/apt,4,1 bath,1,2,$150.00 ,3,365,3,3,1125,1125,3,1125
50402647,West Ridge,41.99863,-87.69157,Entire home/apt,3,1 bath,1,1,$100.00 ,2,1125,2,2,1125,1125,2,1125
50410759,Near North Side,41.89868,-87.62277,Private room,2,1 private bath,1,1,$156.00 ,1,365,1,2,999,999,1,999
50410861,Near North Side,41.9002,-87.62054,Private room,2,1 private bath,1,1,$156.00 ,1,365,1,2,999,999,1,999
50410925,Near North Side,41.89979,-87.62225,Private room,4,1 private bath,1,2,$164.00 ,1,365,1,2,999,999,1,999
50410986,Near North Side,41.89997,-87.62269,Private room,4,1 private bath,1,2,$164.00 ,1,365,1,2,999,999,1,999
50411063,Near North Side,41.90006,-87.62203,Private room,3,1 private bath,1,1,$206.00 ,1,365,1,2,999,999,1,999
50411118,Near North Side,41.90003,-87.62276,Private room,2,1 private bath,1,2,$206.00 ,1,365,1,2,999,999,1,999
50411184,Near North Side,41.89876,-87.6227,Private room,3,1 private bath,1,1,$270.00 ,1,365,1,2,999,999,1,999
50411242,Near North Side,41.89836,-87.62054,Private room,4,2 baths,2,2,$533.00 ,1,365,1,2,999,999,1,999
50414182,Near West Side,41.88427,-87.65482,Entire home/apt,2,1 bath,1,1,$315.00 ,2,1125,2,2,1125,1125,2,1125
50417799,Calumet Heights,41.72866,-87.57651,Shared room,1,4 shared baths,1,1,$27.00 ,2,45,2,2,1125,1125,2,1125
50421406,Near North Side,41.89729,-87.63581,Private room,2,1 private bath,1,,$109.00 ,1,30,1,1,30,2147483647,1,2142625087
50424002,Logan Square,41.91777,-87.67253,Entire home/apt,7,1 bath,2,4,$278.00 ,2,1125,2,4,1125,1125,2.8,1125
50424821,Mckinley Park,41.82779,-87.66754,Private room,2,2 shared baths,1,,$35.00 ,2,1125,2,2,1125,1125,2,1125
50425013,Mckinley Park,41.82644,-87.66941,Private room,1,2 shared baths,1,1,$38.00 ,2,1125,2,2,1125,1125,2,1125
50425123,Mckinley Park,41.82616,-87.66751,Private room,1,2 shared baths,1,1,$33.00 ,2,1125,2,2,1125,1125,2,1125
50431714,Near North Side,41.89675,-87.63755,Entire home/apt,12,2.5 baths,3,5,$356.00 ,2,1125,2,3,1125,1125,2.5,1125
50433862,Avondale,41.93566,-87.72382,Entire home/apt,6,1 bath,3,3,$160.00 ,2,28,2,2,1125,1125,2,1125
50441239,Logan Square,41.91829,-87.68805,Entire home/apt,4,1.5 baths,2,2,$165.00 ,2,1125,2,2,1125,1125,2,1125
50459339,Near North Side,41.89402,-87.62681,Entire home/apt,4,1 bath,2,2,$189.00 ,30,90,30,30,1125,1125,30,1125
50461162,Logan Square,41.91906,-87.72644,Entire home/apt,4,1 bath,2,2,$151.00 ,2,21,2,2,1125,1125,2,1125
50462364,Rogers Park,41.99973,-87.66202,Private room,4,1 private bath,1,1,$175.00 ,2,1125,2,2,1125,1125,2,1125
50469120,Near North Side,41.90986,-87.64104,Entire home/apt,4,1 bath,1,1,$139.00 ,1,60,2,3,1125,1125,2,1125
50472110,Near North Side,41.8976,-87.63734,Private room,4,1 private bath,1,1,$109.00 ,1,365,1,1,2147483647,2147483647,1,2147483647
50473263,Lake View,41.94428,-87.64105,Entire home/apt,2,1 bath,,1,$104.00 ,30,1125,32,730,1125,1125,711.8,1125
50481036,Near North Side,41.89923,-87.62149,Entire home/apt,6,1 bath,2,3,$181.00 ,2,60,2,2,60,60,2,60
50484062,Austin,41.88852,-87.76119,Entire home/apt,2,1 bath,1,4,$142.00 ,2,30,2,2,1125,1125,2,1125
50484142,Humboldt Park,41.89943,-87.71882,Private room,2,1 shared bath,1,1,$75.00 ,2,365,2,2,365,365,2,365
50487941,West Town,41.90546,-87.69454,Private room,2,1 bath,1,1,$28.00 ,21,27,21,21,27,27,21,27
50489917,Near West Side,41.8726,-87.65365,Entire home/apt,6,2 baths,3,3,$113.00 ,5,365,5,5,1125,1125,5,1125
50505276,East Garfield Park,41.87203,-87.69489,Private room,1,1 shared bath,1,1,$54.00 ,32,180,32,32,180,180,32,180
50505631,East Garfield Park,41.87122,-87.69506,Private room,1,1 shared bath,1,1,$67.00 ,32,180,32,32,180,180,32,180
50505855,East Garfield Park,41.86972,-87.69475,Private room,1,1 shared bath,1,1,$60.00 ,32,180,32,32,180,180,32,180
50510932,Near South Side,41.85435,-87.62549,Entire home/apt,8,2 baths,3,4,$192.00 ,2,365,2,2,1125,1125,2,1125
50521751,Lake View,41.94608,-87.64447,Entire home/apt,2,1 bath,1,1,$132.00 ,2,1125,2,4,2,1125,3.6,1122.5
