id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
2384,Hyde Park,41.7879,-87.5878,Private room,1,1 shared bath,1,1,$95.00 ,3,89,3,3,1125,1125,3,1125
7126,West Town,41.90166,-87.68021,Entire home/apt,2,1 bath,1,1,$65.00 ,2,60,2,2,1125,1125,2,1125
10945,Lincoln Park,41.91196,-87.63981,Entire home/apt,4,1 bath,2,2,$127.00 ,4,180,4,4,180,180,4,180
12140,Lincoln Park,41.92357,-87.64947,Private room,2,1 private bath,1,2,$329.00 ,2,7,2,2,7,7,2,7
22362,West Town,41.8973,-87.65889,Entire home/apt,4,2 baths,2,2,$105.00 ,121,1125,121,121,1125,1125,121,1125
24833,Lincoln Park,41.925961,-87.656364,Entire home/apt,3,1 bath,1,1,$60.00 ,32,395,32,90,395,395,49.8,395
25879,Lincoln Park,41.92499,-87.65573,Entire home/apt,6,1 bath,2,,$94.00 ,32,300,32,32,1125,1125,32,1125
28749,Logan Square,41.92138,-87.67931,Entire home/apt,6,2 baths,3,3,$161.00 ,2,10,2,4,7,10,2,9.9
37738,Uptown,41.97303,-87.66567,Private room,2,1.5 shared baths,1,1,$110.00 ,3,1125,3,3,1125,1125,3,1125
67940,Near South Side,41.84576,-87.61871,Entire home/apt,4,1 bath,1,2,$85.00 ,2,90,2,2,1125,1125,2,1125
71930,West Town,41.89615,-87.67934,Private room,2,1 shared bath,1,1,$65.00 ,3,90,3,3,1125,1125,3,1125
84042,West Town,41.89615,-87.67934,Private room,2,1 shared bath,1,1,$64.00 ,2,90,2,2,1125,1125,2,1125
85196,Logan Square,41.91541,-87.68083,Entire home/apt,2,1 bath,1,1,$75.00 ,32,60,32,32,60,60,32,60
145659,North Center,41.94342,-87.68121,Entire home/apt,8,2 baths,3,3,$204.00 ,2,1125,2,5,1125,1125,2.3,1125
145690,Lincoln Park,41.91289,-87.63864,Entire home/apt,10,2 baths,4,4,$249.00 ,2,1125,2,5,1125,1125,2.3,1125
166667,Lake View,41.94217,-87.67182,Entire home/apt,3,1 bath,1,1,$125.00 ,3,365,3,3,365,365,3,365
175511,Albany Park,41.96213,-87.72002,Entire home/apt,2,1 bath,1,1,$79.00 ,28,365,28,28,1125,1125,28,1125
189821,Logan Square,41.92918,-87.70219,Entire home/apt,5,1 bath,2,3,$240.00 ,3,28,3,5,1125,1125,3.8,1125
198135,North Center,41.95888,-87.67776,Private room,1,1 shared bath,1,1,$35.00 ,3,120,3,3,120,120,3,120
207218,Pullman,41.68843,-87.60712,Entire home/apt,2,1 bath,1,1,$90.00 ,2,125,2,2,125,125,2,125
207351,Pullman,41.68954,-87.60786,Entire home/apt,1,1 bath,1,1,$45.00 ,32,120,32,32,120,120,32,120
250354,Near South Side,41.85923,-87.62198,Entire home/apt,2,1 bath,1,1,$170.00 ,180,365,180,180,365,365,180,365
258253,West Ridge,42.0076,-87.6825,Entire home/apt,2,1 bath,1,1,$48.00 ,32,90,32,32,90,90,32,90
261509,Near North Side,41.90212,-87.63557,Entire home/apt,2,1 bath,1,1,$119.00 ,32,1125,32,32,1125,1125,32,1125
264547,Near West Side,41.88413,-87.64315,Entire home/apt,3,1.5 baths,2,2,$204.00 ,32,180,32,32,180,180,32,180
289689,Edgewater,41.97806,-87.65676,Private room,1,1 private bath,1,1,$29.00 ,30,1125,30,30,1125,1125,30,1125
289884,Logan Square,41.92063,-87.68353,Entire home/apt,4,2 baths,1,1,$189.00 ,1,1124,2,2,1124,1124,2,1124
290155,Bridgeport,41.82712,-87.64046,Entire home/apt,6,1.5 baths,3,3,$130.00 ,3,90,3,3,1125,1125,3,1125
312192,Bridgeport,41.82741,-87.63934,Entire home/apt,6,1.5 baths,2,3,$146.00 ,4,120,4,4,1125,1125,4,1125
345075,Kenwood,41.80774,-87.59459,Private room,2,1 private bath,1,1,$90.00 ,2,8,2,2,8,8,2,8
350347,Lake View,41.94107,-87.65492,Entire home/apt,4,2 baths,2,2,$149.00 ,3,14,2,3,14,1125,3,1057.1
372929,West Town,41.89629,-87.65704,Entire home/apt,12,3 baths,3,5,$175.00 ,2,1125,2,4,1125,1125,2.2,1125
404792,West Town,41.88947,-87.66933,Entire home/apt,3,1 bath,2,3,$126.00 ,5,365,5,5,365,365,5,365
450648,Loop,41.86765,-87.62271,Private room,2,1 private bath,1,1,$119.00 ,3,1125,3,3,1125,1125,3,1125
464581,Logan Square,41.92518,-87.69549,Entire home/apt,4,1 bath,1,2,$48.00 ,2,360,2,2,360,360,2,360
484898,Uptown,41.96978,-87.67389,Entire home/apt,6,1.5 baths,3,3,$232.00 ,7,30,7,7,30,30,7,30
507517,Lincoln Square,41.96678,-87.6973,Entire home/apt,4,1 bath,1,1,$98.00 ,2,45,2,2,1125,1125,2,1125
542067,Logan Square,41.93142,-87.69989,Entire home/apt,3,1 bath,2,3,$174.00 ,3,31,3,3,1125,1125,3,1125
584590,Lincoln Square,41.96528,-87.6831,Private room,2,1 shared bath,1,1,$50.00 ,3,50,3,5,50,50,3.3,50
585353,West Town,41.88986,-87.66039,Private room,4,2 shared baths,1,3,$76.00 ,2,120,2,2,120,120,2,120
585356,West Town,41.89001,-87.66069,Private room,4,2 shared baths,1,2,$87.00 ,1,80,2,2,80,80,2,80
628149,West Town,41.89134,-87.66254,Private room,2,2 shared baths,1,1,$59.00 ,1,125,7,7,125,125,7,125
634310,Edgewater,41.99688,-87.66449,Private room,2,1 shared bath,1,1,$70.00 ,2,14,2,2,14,14,2,14
640841,Lake View,41.94256,-87.67171,Entire home/apt,4,2.5 baths,2,2,$234.00 ,7,14,4,7,1125,1125,6.8,1125
651742,Forest Glen,41.99178,-87.75747,Private room,2,1 shared bath,1,1,$65.00 ,3,180,3,3,180,180,3,180
662034,Forest Glen,41.99405,-87.75746,Private room,2,1 shared bath,1,1,$60.00 ,3,180,3,3,180,180,3,180
681842,West Ridge,41.99373,-87.68279,Private room,1,1 private bath,1,1,$50.00 ,3,20,3,3,20,20,3,20
697634,Near North Side,41.90437,-87.6335,Entire home/apt,4,1 bath,2,2,$85.00 ,30,1125,30,30,1125,1125,30,1125
724895,West Town,41.88999,-87.66227,Private room,2,2 shared baths,1,1,$62.00 ,2,120,7,7,120,120,7,120
726376,Lake View,41.93903,-87.65196,Entire home/apt,2,1 bath,1,1,$86.00 ,2,65,2,3,65,65,2.4,65
727847,Logan Square,41.92278,-87.70422,Private room,2,1 bath,2,1,$70.00 ,2,365,2,2,365,365,2,365
731232,Logan Square,41.92595,-87.69762,Entire home/apt,5,1 bath,3,4,$158.00 ,2,365,2,2,365,365,2,365
739495,Lincoln Square,41.9765,-87.68144,Entire home/apt,4,1 bath,2,2,$132.00 ,7,1125,7,7,1125,1125,7,1125
753809,Loop,41.88604,-87.61568,Entire home/apt,3,1 bath,1,1,$130.00 ,31,1122,31,31,1122,1122,31,1122
755701,Logan Square,41.93115,-87.71836,Entire home/apt,4,1 bath,3,6,$94.00 ,32,1125,32,32,1125,1125,32,1125
773127,North Center,41.94802,-87.68335,Private room,2,2 shared baths,1,2,$78.00 ,2,14,2,2,14,14,2,14
790934,West Ridge,42.01653,-87.68788,Shared room,2,2 shared baths,1,1,$83.00 ,1,900,2,2,1125,1125,2,1125
802613,Logan Square,41.92107,-87.68279,Entire home/apt,4,2 baths,1,1,$204.00 ,1,1125,2,2,1125,1125,2,1125
841024,Lake View,41.94382,-87.64656,Entire home/apt,6,2 baths,2,2,$239.00 ,32,1125,32,32,1125,1125,32,1125
863120,Lincoln Park,41.92218,-87.66079,Private room,2,2.5 baths,3,1,$85.00 ,2,1125,2,2,1125,1125,2,1125
887038,Lincoln Park,41.92546,-87.6573,Entire home/apt,4,1 bath,2,1,$95.00 ,32,300,32,90,1125,1125,52.7,1125
887357,Lincoln Park,41.93153,-87.65797,Entire home/apt,5,0 baths,2,,$184.00 ,32,360,32,32,360,360,32,360
903996,Logan Square,41.92708,-87.71212,Private room,2,1 private bath,1,1,$110.00 ,2,1125,2,2,1125,1125,2,1125
929914,Lincoln Park,41.91215,-87.64006,Entire home/apt,2,1 bath,1,1,$125.00 ,3,1125,3,3,1125,1125,3,1125
931105,East Garfield Park,41.88538,-87.69801,Private room,2,1.5 shared baths,1,1,$101.00 ,3,1125,3,3,1125,1125,3,1125
949514,West Town,41.9055,-87.66685,Private room,2,1 private bath,1,,$50.00 ,3,60,3,3,60,60,3,60
960326,West Town,41.89602,-87.65659,Entire home/apt,6,2 baths,3,3,$208.00 ,1,1125,2,5,1125,1125,3.5,1125
966137,Near West Side,41.86801,-87.67877,Entire home/apt,5,1 bath,2,4,$269.00 ,2,1125,2,3,1125,1125,2.3,1125
979841,Rogers Park,42.00588,-87.66853,Private room,2,1.5 shared baths,1,1,$79.00 ,2,90,2,2,90,90,2,90
979926,Rogers Park,42.00477,-87.66842,Private room,2,1.5 shared baths,1,1,$69.00 ,2,90,2,2,90,90,2,90
979942,Rogers Park,42.00378,-87.66807,Private room,2,1.5 shared baths,1,2,$69.00 ,2,90,2,2,90,90,2,90
983640,Rogers Park,42.00456,-87.67058,Entire home/apt,4,1 bath,2,3,$169.00 ,2,90,2,2,90,90,2,90
1020810,Near North Side,41.89395,-87.62593,Entire home/apt,2,1 bath,1,1,$113.00 ,30,365,30,30,365,365,30,365
1027405,North Lawndale,41.85428,-87.70852,Private room,4,1 shared bath,1,,$45.00 ,2,1125,2,2,1125,1125,2,1125
1027463,North Lawndale,41.8544,-87.70852,Private room,4,1 shared bath,1,1,$45.00 ,2,1125,2,2,1125,1125,2,1125
1027741,North Lawndale,41.85454,-87.70802,Private room,4,1.5 shared baths,1,1,$45.00 ,2,1125,2,2,1125,1125,2,1125
1032943,Oakland,41.82184,-87.60081,Entire home/apt,10,2.5 baths,4,6,$257.00 ,2,30,2,2,30,30,2,30
1083987,Near South Side,41.85395,-87.62468,Entire home/apt,3,1 bath,1,2,$140.00 ,28,1123,28,28,1123,1123,28,1123
1096191,Uptown,41.97271,-87.65236,Entire home/apt,2,1 bath,,1,$55.00 ,5,400,5,5,1125,1125,5,1125
1171860,Lincoln Park,41.92655,-87.64226,Entire home/apt,2,1 bath,1,1,$90.00 ,2,150,2,28,150,150,8.9,150
1183249,Lake View,41.94139,-87.64346,Entire home/apt,2,1 bath,,1,$70.00 ,2,99,2,28,99,99,6.5,99
1185749,Near West Side,41.87096,-87.68338,Entire home/apt,6,1 bath,3,4,$150.00 ,3,365,3,3,1125,1125,3,1125
1195259,West Town,41.90914,-87.67859,Entire home/apt,3,1 bath,2,2,$138.00 ,5,1124,5,8,1124,1124,5.1,1124
1242709,Rogers Park,42.01938,-87.67985,Entire home/apt,6,1 bath,2,2,$149.00 ,7,1125,7,7,1125,1125,7,1125
1249397,Uptown,41.97204,-87.67412,Entire home/apt,5,2 baths,3,4,$130.00 ,1,1125,2,2,1125,1125,2,1125
1296053,Oakland,41.82015,-87.59974,Private room,2,1 shared bath,1,1,$75.00 ,1,1125,2,2,1125,1125,2,1125
1296218,Oakland,41.81993,-87.60084,Private room,2,1 shared bath,1,1,$75.00 ,1,60,2,2,60,60,2,60
1304049,Near West Side,41.86967,-87.68284,Private room,2,1 bath,1,1,$103.00 ,1,1125,2,2,1125,1125,2,1125
1321332,Lincoln Park,41.93089,-87.66946,Entire home/apt,16,3.5 baths,4,11,$455.00 ,2,60,2,4,1125,1125,2.9,1125
1333431,Oakland,41.8199,-87.59992,Private room,5,1 private bath,2,2,$182.00 ,1,30,2,2,30,30,2,30
1356190,Logan Square,41.91984,-87.68962,Private room,2,1 private bath,1,1,$86.00 ,3,7,3,3,7,7,3,7
1361421,Lake View,41.9459,-87.65461,Private room,2,11 shared baths,1,1,$101.00 ,1,365,2,2,14,14,2,14
1369384,Irving Park,41.95595,-87.71111,Private room,2,1 bath,1,1,$61.00 ,2,7,2,2,7,7,2,7
1392594,Uptown,41.96909,-87.67407,Entire home/apt,6,2 baths,3,3,$175.00 ,3,28,3,3,28,28,3,28
1461451,West Ridge,42.01653,-87.68788,Shared room,1,2 shared baths,1,1,$16.00 ,1,900,2,2,1125,1125,2,1125
1468342,Grand Boulevard,41.81248,-87.61654,Private room,2,1 bath,1,1,$55.00 ,2,7,2,2,7,7,2,7
1475647,West Ridge,42.01653,-87.68788,Shared room,1,2 shared baths,1,1,$16.00 ,1,900,2,2,1125,1125,2,1125
1488883,Lake View,41.95418,-87.65363,Private room,2,1 private bath,1,1,$90.00 ,3,28,3,3,1125,1125,3,1125
1502674,Lincoln Park,41.91175,-87.63834,Entire home/apt,5,1 bath,2,2,$148.00 ,4,180,4,4,180,180,4,180
1502700,Lincoln Park,41.91184,-87.63963,Entire home/apt,10,2 baths,4,4,$279.00 ,30,120,30,30,120,120,30,120
1516154,Loop,41.88599,-87.61782,Entire home/apt,2,0 baths,,,$165.00 ,31,1125,31,31,1125,1125,31,1125
1554433,Beverly,41.71554,-87.67197,Private room,2,1.5 shared baths,1,1,$65.00 ,2,1125,2,2,1125,1125,2,1125
1573401,Lower West Side,41.85592,-87.66249,Private room,4,1 shared bath,1,1,$41.00 ,2,14,2,2,14,14,2,14
1584422,Near North Side,41.90532,-87.64761,Entire home/apt,10,3 baths,3,9,$208.00 ,3,30,2,3,1125,1125,2.7,1125
1591370,Rogers Park,42.01177,-87.67758,Entire home/apt,6,1 bath,1,3,$115.00 ,2,29,2,2,29,29,2,29
1614802,Lake View,41.93455,-87.66141,Private room,2,1 private bath,1,2,$64.00 ,4,1125,4,4,1125,1125,4,1125
1620098,Lincoln Park,41.92817,-87.64282,Private room,2,1 private bath,1,1,$92.00 ,1,28,2,2,28,28,2,28
1623463,Lower West Side,41.85922,-87.64592,Entire home/apt,6,1 bath,2,2,$103.00 ,2,1125,2,3,1125,1125,2.3,1125
1641601,Uptown,41.97136,-87.67069,Private room,2,1 private bath,1,,$70.00 ,4,120,4,4,1125,1125,4,1125
1648786,Chatham,41.72706,-87.61164,Private room,3,1 shared bath,2,2,$45.00 ,2,30,2,2,30,30,2,30
1656336,Mckinley Park,41.82722,-87.67601,Entire home/apt,4,1 bath,2,2,$90.00 ,3,1000,3,5,1125,1125,3,1125
1656439,Uptown,41.95775,-87.64671,Entire home/apt,4,2 baths,2,2,$245.00 ,5,28,5,5,28,28,5,28
1663673,West Town,41.89322,-87.68572,Entire home/apt,4,1 bath,1,2,$99.00 ,28,1000,28,28,1125,1125,28,1125
1668481,West Town,41.89678,-87.6971,Entire home/apt,4,1 bath,2,2,$86.00 ,30,210,30,30,210,210,30,210
1672647,Edgewater,41.99734,-87.67227,Entire home/apt,7,1 bath,2,3,$95.00 ,3,365,3,3,1125,1125,3,1125
1678422,Lake View,41.93512,-87.65749,Private room,2,1 shared bath,1,1,$65.00 ,2,14,2,2,14,14,2,14
1721045,West Town,41.89103,-87.66243,Private room,2,2 shared baths,1,1,$71.00 ,1,60,2,2,60,60,2,60
1732652,Near North Side,41.89269,-87.62227,Entire home/apt,2,,1,1,$153.00 ,60,365,60,60,365,365,60,365
1759266,Lake View,41.93396,-87.65897,Entire home/apt,6,1 bath,2,2,$207.00 ,2,365,2,2,365,365,2,365
1759389,Lower West Side,41.84801,-87.68127,Private room,1,1.5 shared baths,1,1,$75.00 ,2,180,2,2,1125,1125,2,1125
1769731,Lake View,41.94747,-87.65417,Entire home/apt,4,1 bath,1,2,$279.00 ,1,365,2,2,365,365,2,365
1772920,Lake View,41.94842,-87.65307,Entire home/apt,7,2 baths,3,5,$379.00 ,1,365,2,2,365,365,2,365
1773021,Lake View,41.94774,-87.65421,Entire home/apt,9,2 baths,4,5,$479.00 ,1,365,2,2,365,365,2,365
1773025,Lake View,41.9475,-87.6542,Entire home/apt,9,2 baths,4,5,$479.00 ,1,365,2,2,365,365,2,365
1810118,Woodlawn,41.77738,-87.60041,Private room,3,1 private bath,1,1,$69.00 ,4,90,4,4,90,90,4,90
1837153,Hyde Park,41.79989,-87.59432,Entire home/apt,2,1 bath,1,,$115.00 ,3,1125,3,3,1125,1125,3,1125
1852665,Near West Side,41.88593,-87.64885,Entire home/apt,3,1 bath,1,1,$140.00 ,60,1125,60,60,1125,1125,60,1125
1854000,Lincoln Park,41.93264,-87.64311,Entire home/apt,2,1 bath,1,1,$239.00 ,1,1125,2,2,1125,1125,2,1125
1921670,Avondale,41.94663,-87.70783,Entire home/apt,4,1 bath,2,2,$69.00 ,2,365,2,2,1125,1125,2,1125
1944802,Near South Side,41.85487,-87.62024,Entire home/apt,4,2 baths,2,2,$200.00 ,60,1125,60,60,1125,1125,60,1125
1954633,Lincoln Park,41.9308,-87.65844,Private room,2,2 baths,1,1,$100.00 ,1,1125,2,2,1125,1125,2,1125
1960332,Lake View,41.94432,-87.65988,Entire home/apt,8,2 baths,3,4,$311.00 ,3,180,2,3,1125,1125,2.9,1125
1964520,Lake View,41.94993,-87.66173,Entire home/apt,6,2 baths,3,4,$209.00 ,3,180,2,3,1125,1125,3,1125
1965410,Lake View,41.94943,-87.66129,Entire home/apt,9,2 baths,5,6,$311.00 ,3,1125,2,4,120,1125,3,1113.6
1984545,Grand Boulevard,41.81961,-87.61324,Entire home/apt,3,3.5 baths,3,3,$475.00 ,35,90,35,35,1125,1125,35,1125
2011301,Logan Square,41.92118,-87.68678,Private room,2,1 shared bath,1,1,$54.00 ,1,1125,2,2,1125,1125,2,1125
2012443,West Town,41.89278,-87.66131,Private room,2,1 shared bath,1,1,$36.00 ,3,1124,3,60,1125,1125,21,1125
2062638,West Town,41.89821,-87.6572,Entire home/apt,10,2 baths,3,4,$182.00 ,2,1125,2,4,1125,1125,2.3,1125
2139407,Humboldt Park,41.88849,-87.70648,Entire home/apt,5,1 bath,1,3,$80.00 ,1,1125,2,2,1125,1125,2,1125
2189522,Lower West Side,41.84828,-87.68021,Private room,1,1.5 shared baths,1,1,$75.00 ,2,180,2,2,1125,1125,2,1125
2298310,Kenwood,41.80239,-87.60244,Private room,1,1 shared bath,1,1,$38.00 ,2,1125,2,2,1125,1125,2,1125
2305194,Lake View,41.94594,-87.65431,Private room,4,11 shared baths,1,4,$128.00 ,1,365,2,2,14,14,2,14
2305230,Lake View,41.94594,-87.65431,Shared room,1,11 shared baths,1,10,$33.00 ,1,365,2,2,14,14,2,14
2320027,West Town,41.90798,-87.68158,Entire home/apt,3,1 bath,1,1,$128.00 ,21,1125,21,21,1125,1125,21,1125
2396340,West Town,41.89634,-87.65608,Entire home/apt,7,2 baths,3,4,$210.00 ,1,365,2,5,1125,1125,3.5,1125
2437230,North Center,41.94272,-87.68409,Entire home/apt,3,1 bath,2,2,$206.00 ,2,1125,2,2,1125,1125,2,1125
2453598,Near West Side,41.88786,-87.64321,Entire home/apt,2,1 bath,1,,$150.00 ,60,365,60,60,365,365,60,365
2458029,Lake View,41.93312,-87.64661,Private room,1,1 private bath,1,1,$113.00 ,1,1125,2,2,1125,1125,2,1125
2459132,Portage Park,41.96703,-87.75087,Private room,2,1 private bath,1,1,$325.00 ,2,1125,2,2,1125,1125,2,1125
2471876,Near West Side,41.88209,-87.65127,Entire home/apt,3,1.5 baths,2,2,$131.00 ,5,1125,5,5,1125,1125,5,1125
2473938,Lower West Side,41.84949,-87.68055,Private room,2,1 private bath,1,1,$65.00 ,31,90,31,31,90,90,31,90
2479175,Lincoln Square,41.96316,-87.69208,Entire home/apt,2,1 bath,1,1,$81.00 ,2,30,2,2,1125,1125,2,1125
2487272,Hyde Park,41.79777,-87.58943,Private room,2,1 private bath,1,1,$60.00 ,10,90,10,10,1125,1125,10,1125
2496594,Near North Side,41.89021,-87.62179,Entire home/apt,2,1 bath,1,1,$140.00 ,31,1124,31,31,1124,1124,31,1124
2499596,West Town,41.90006,-87.68096,Entire home/apt,4,1.5 baths,1,1,$153.00 ,10,90,10,28,1125,1125,14.4,1125
2510602,Near North Side,41.89132,-87.6233,Entire home/apt,4,2 baths,2,2,$225.00 ,90,1125,90,90,1125,1125,90,1125
2512850,Uptown,41.97493,-87.66819,Private room,2,1.5 shared baths,1,1,$57.00 ,2,1125,2,2,1125,1125,2,1125
2515629,East Garfield Park,41.88152,-87.69768,Private room,2,1 private bath,1,1,$29.00 ,4,160,4,4,160,160,4,160
2519442,Washington Park,41.79606,-87.62382,Private room,2,1.5 baths,1,1,$80.00 ,2,28,2,2,28,28,2,28
2543231,Lower West Side,41.85669,-87.65132,Private room,2,1 shared bath,1,1,$65.00 ,3,1125,3,3,1125,1125,3,1125
2564678,South Lawndale,41.85295,-87.70686,Private room,1,1.5 baths,1,1,$45.00 ,2,1125,2,2,1125,1125,2,1125
2570620,Humboldt Park,41.89656,-87.70192,Entire home/apt,2,1 bath,,2,$58.00 ,1,1125,2,2,1125,1125,2,1125
2583929,Near South Side,41.85226,-87.62299,Entire home/apt,3,1 bath,1,2,$120.00 ,60,1122,60,60,1122,1122,60,1122
2604454,Hyde Park,41.79077,-87.58937,Entire home/apt,6,1.5 baths,3,3,$125.00 ,1,14,2,2,14,14,2,14
2661465,Loop,41.88765,-87.61765,Entire home/apt,2,1 bath,1,1,$160.00 ,31,365,31,31,365,365,31,365
2671680,Edgewater,41.98718,-87.66103,Private room,2,1.5 baths,1,1,$80.00 ,4,14,4,4,1125,1125,4,1125
2679456,Near South Side,41.85255,-87.62121,Entire home/apt,4,2 baths,2,1,$200.00 ,90,368,90,90,368,368,90,368
2693387,West Town,41.91387,-87.67182,Entire home/apt,8,2 baths,3,8,$117.00 ,1,29,2,28,29,60,17.7,51
2695259,Lake View,41.93308,-87.6511,Entire home/apt,6,1 bath,3,3,$108.00 ,1,1125,2,2,1125,1125,2,1125
2715815,Near South Side,41.85361,-87.62434,Entire home/apt,4,1 bath,1,2,$120.00 ,31,1125,31,31,1125,1125,31,1125
2730613,Morgan Park,41.68451,-87.67925,Entire home/apt,4,1 bath,1,2,$89.00 ,7,1125,7,7,1125,1125,7,1125
2731202,Morgan Park,41.68451,-87.67913,Entire home/apt,4,1 bath,1,4,$89.00 ,30,180,2,30,1125,1125,29.9,1125
2819982,Near South Side,41.85247,-87.62204,Entire home/apt,4,2 baths,2,2,$200.00 ,60,1125,60,60,1125,1125,60,1125
2824585,Dunning,41.9443,-87.79831,Private room,2,1 shared bath,1,1,$45.00 ,4,1125,4,4,1125,1125,4,1125
2832376,Near South Side,41.85434,-87.62194,Entire home/apt,4,1 bath,1,2,$135.00 ,31,1125,31,31,1125,1125,31,1125
2836339,Near North Side,41.89098,-87.62238,Entire home/apt,2,1 bath,1,1,$155.00 ,32,365,32,32,365,365,32,365
2837146,North Center,41.94721,-87.68248,Entire home/apt,9,1 bath,2,2,$119.00 ,2,29,2,2,1125,1125,2,1125
2844042,West Town,41.89288,-87.68458,Entire home/apt,3,1 bath,1,2,$84.00 ,28,1125,28,28,1125,1125,28,1125
2874486,West Town,41.90026,-87.66871,Entire home/apt,5,2 baths,2,2,$165.00 ,2,1125,2,3,1125,1125,2.3,1125
2907112,Near West Side,41.88445,-87.65146,Private room,1,1 private bath,1,1,$136.00 ,4,1125,4,4,1125,1125,4,1125
2907500,West Lawn,41.78225,-87.72806,Private room,2,1 shared bath,1,1,$35.00 ,1,1125,2,2,1125,1125,2,1125
2934604,West Town,41.90332,-87.6697,Entire home/apt,2,1 bath,1,1,$159.00 ,1,1125,2,3,1125,1125,2.1,1125
2979322,Lincoln Park,41.92087,-87.65709,Entire home/apt,2,1 bath,1,1,$200.00 ,28,90,28,28,90,90,28,90
3031898,South Shore,41.77206,-87.56982,Entire home/apt,2,2 baths,2,1,$70.00 ,32,1125,32,32,1125,1125,32,1125
3053081,Logan Square,41.91571,-87.67449,Entire home/apt,3,1 bath,1,1,$61.00 ,2,30,2,2,1125,1125,2,1125
3068787,North Center,41.96136,-87.6784,Entire home/apt,4,2 baths,2,2,$150.00 ,3,1125,3,3,1125,1125,3,1125
3083343,Logan Square,41.91503,-87.67146,Entire home/apt,6,1 bath,2,3,$108.00 ,2,45,2,28,1125,1125,9.5,1125
3088192,Logan Square,41.93105,-87.71177,Entire home/apt,8,1 bath,2,4,$146.00 ,1,1125,2,2,1125,1125,2,1125
3111197,Rogers Park,42.00729,-87.67708,Entire home/apt,2,1 bath,1,2,$150.00 ,3,1125,3,3,1125,1125,3,1125
3138825,Lower West Side,41.85478,-87.65277,Entire home/apt,12,1 bath,2,2,$58.00 ,32,1125,32,32,1125,1125,32,1125
3172794,Logan Square,41.91634,-87.69335,Entire home/apt,16,2.5 baths,6,9,"$1,157.00 ",1,90,2,2,90,90,2,90
3191655,Albany Park,41.96713,-87.70899,Entire home/apt,5,1 bath,2,2,$106.00 ,3,29,3,3,29,29,3,29
3267902,Edgewater,41.98908,-87.66697,Entire home/apt,4,1 bath,1,3,$89.00 ,2,1125,2,2,1125,1125,2,1125
3292054,Lake View,41.94278,-87.65621,Entire home/apt,8,3 baths,3,4,$386.00 ,3,1125,3,3,1125,1125,3,1125
3293564,Lake View,41.94301,-87.65686,Private room,2,1 private bath,1,1,$89.00 ,2,1125,2,2,1125,1125,2,1125
3295017,Lake View,41.94271,-87.65714,Private room,2,1 private bath,1,2,$89.00 ,2,1125,2,2,1125,1125,2,1125
3303813,Lake View,41.94319,-87.65503,Private room,2,1 private bath,1,1,$89.00 ,2,1125,2,2,1125,1125,2,1125
3308694,Near West Side,41.88711,-87.6438,Entire home/apt,5,1 bath,2,3,$299.00 ,2,30,2,2,30,30,2,30
3329088,East Garfield Park,41.88367,-87.70864,Entire home/apt,4,2 baths,2,2,$99.00 ,4,7,4,4,7,7,4,7
3385966,Lake View,41.93594,-87.66953,Entire home/apt,5,2 baths,2,2,$171.00 ,2,1125,2,2,1125,1125,2,1125
3394750,Mckinley Park,41.8251,-87.6739,Entire home/apt,3,1 bath,2,3,$90.00 ,2,1125,2,2,1125,1125,2,1125
3434136,Lake View,41.94159,-87.65099,Private room,1,1 bath,1,1,$75.00 ,2,1125,2,2,1125,1125,2,1125
3445991,Dunning,41.94418,-87.79895,Private room,1,1 shared bath,1,1,$35.00 ,4,1125,4,4,1125,1125,4,1125
3453656,Rogers Park,42.00146,-87.66982,Private room,1,1 private bath,1,1,$60.00 ,7,1125,7,7,1125,1125,7,1125
3485081,West Town,41.90788,-87.68075,Private room,3,1 bath,,1,$112.00 ,3,60,3,3,1125,1125,3,1125
3488317,Lake View,41.94421,-87.64861,Entire home/apt,7,1 bath,3,3,$375.00 ,1,29,2,2,29,29,2,29
3517984,Hyde Park,41.79963,-87.59186,Private room,2,1 private bath,1,1,$71.00 ,1,1125,2,2,1125,1125,2,1125
3570616,Logan Square,41.93047,-87.7196,Entire home/apt,2,1 bath,1,2,$68.00 ,32,1125,32,32,1125,1125,32,1125
3571862,Loop,41.88746,-87.61555,Entire home/apt,3,1 bath,1,1,$150.00 ,31,1124,31,31,1124,1124,31,1124
3590692,Edgewater,41.99103,-87.66166,Private room,1,1 shared bath,1,1,$39.00 ,20,730,20,20,1125,1125,20,1125
3638744,Irving Park,41.95965,-87.72016,Entire home/apt,2,1 bath,1,1,$83.00 ,7,1125,7,7,1125,1125,7,1125
3639045,West Ridge,41.99595,-87.67545,Entire home/apt,4,1 bath,1,2,$65.00 ,60,1125,60,60,1125,1125,60,1125
3666681,Near North Side,41.88853,-87.63399,Entire home/apt,2,1 bath,,1,$170.00 ,90,1123,90,90,1123,1123,90,1123
3696178,Rogers Park,42.0222,-87.67226,Private room,2,1 shared bath,1,1,$55.00 ,3,1125,3,3,1125,1125,3,1125
3697283,Grand Boulevard,41.81866,-87.61644,Private room,2,1 shared bath,1,2,$85.00 ,2,7,2,2,7,7,2,7
